prefix	input_text	target_text
Data	وَإِذَا الْمَدِينَةُ كُلُّهَا قَدْ خَرَجَتْ لِلِقَاءِ يَسُوعَ. وَلَمَّا وَجَدَهُ أَهْلُهَا، طَلَبُوا إِلَيْهِ أَنْ يَرْحَلَ عَنْ دِيَارِهِمْ.	ⲟⲩⲟϩ ⲓⲥ ϯⲃⲁⲕⲓ ⲧⲏⲣⲥ ⲁⲥ⳿ⲓ ⳿ⲉⲃⲟⲗ ⳿ⲉ⳿ϩⲣⲉⲛ Ⲓⲏ̅ⲥ̅ ⲟⲩⲟϩ ⳿ⲉⲧⲁⲩⲛⲁⲩ ⳿ⲉⲣⲟϥ ⲛⲁⲩϯϩⲟ ⳿ⲉⲣⲟϥ ϩⲓⲛⲁ ⳿ⲛⲧⲉϥⲟⲩ⳿ⲱⲧⲉⲃ ⳿ⲉⲃⲟⲗϧⲉⲛ ⲛⲟⲩϭⲓ⳿ⲏ
Data	وَكَمْ أَشْكُرُ الْمَسِيحَ يَسُوعَ رَبَّنَا الَّذِي أَعْطَانِي الْقُدْرَةَ وَعَيَّنَنِي خَادِماً لَهُ، إِذِ اعْتَبَرَنِي جَدِيراً بِثِقَتِهِ،	ϯϣⲉⲡ⳿ϩⲙⲟⲧ ⳿ⲛⲧⲟⲧϥ ⳿ⲙⲫⲏⲉⲧⲁϥϯ ⲛⲟⲙϯ ⲛⲏⲓ Ⲡⲭ̅ⲥ̅ Ⲓⲏ̅ⲥ̅ ⲡⲉⲛ⳪ ϫⲉ ⲁϥⲟⲡⲧ ⳿ⲙⲡⲓⲥⲧⲟⲥ ⲁϥⲭⲁⲧ ⲉⲩⲇⲓ⳿ⲁⲕⲱⲛⲓⲁ.
Data	اسْمَعُوا مَثَلاً آخَرَ: غَرَسَ إِنْسَانٌ رَبُّ بَيْتٍ كَرْماً، وَأَقَامَ حَوْلَهُ سُوراً، وَحَفَرَ فِيهِ مَعْصَرَةً، وَبَنَى فِيهِ بُرْجَ حِرَاسَةٍ. ثُمَّ سَلَّمَ الْكَرْمَ إِلَى مُزَارِعِينَ وَسَافَرَ.	ⲥⲱⲧⲉⲙ ⳿ⲉⲕⲉ ⲡⲁⲣⲁⲃⲟⲗⲏ ⲛⲉ ⲟⲩⲟⲛ ⲟⲩⲣⲱⲙⲓ ⳿ⲛⲛⲉⲃⲓⲟϩⲓ ⳿ⲉⲁϥϭⲟ ⳿ⲛⲟⲩⲓⲁϩ⳿ⲁⲗⲟⲗⲓ ⲟⲩⲟϩ ⲁϥⲧⲁⲕⲧⲟ ⳿ⲛⲟⲩϫⲟⲓ ⳿ⲉⲣⲟϥ ⲟⲩⲟϩ ⲁϥϣⲱⲕ ⳿ⲛⲟⲩ⳿ϩⲣⲱⲧ ⳿ⲛϧⲏⲧϥ ⲟⲩⲟϩ ϥⲕⲱⲧ ⳿ⲛⲟⲩⲡⲩⲣⲅⲟⲥ ⳿ⲛϧⲏⲧϥ ⲟⲩⲟϩ ⲁϥⲧⲏⲓϥ ⳿ⲉⲧⲟⲧⲟⲩ ⳿ⲛϩⲁⲛⲟⲩⲓⲏ ⲟⲩⲟϩ ⲁϥϣⲉⲛⲁϥ ⳿ⲉ⳿ⲡϣⲉⲙⲙⲟ.
Data	فَاحْتَرَقَ النَّاسُ مِنَ الْحَرِّ الشَّدِيدِ. وَلَكِنَّهُمْ لَمْ يَتُوبُوا لِيُمَجِّدُوا اللهَ، بَلْ جَدَّفُوا عَلَى اسْمِ اللهِ صَاحِبِ السُّلْطَةِ عَلَى هَذِهِ الْبَلاَيَا.	ⲟⲩⲟϩ ⲁⲩⲉⲣⲕⲁⲩⲙⲁ ⳿ⲛϫⲉ ⲛⲓⲣⲱⲙⲓ ⲟⲩⲟϩ ⲁⲩϫⲉⲟⲩⲁ ⳿ⲉ⳿ⲫⲣⲁⲛ ⳿ⲙⲫϯ ⲫⲏⲉⲧⲉ ⲟⲩⲟⲛⲧⲉϥ ⲉⲣϣⲓϣⲓ ⳿ⲙⲙⲁⲩ ⳿ⲉϫⲉⲛ ⲛⲁⲓⲉⲣϧⲟⲧ ⲟⲩⲟϩ ⳿ⲙⲡⲟⲩⲉⲣⲙⲉⲧⲁⲛⲟⲓⲛ ⳿ⲉϯⲱⲟⲩ ⳿ⲙⲫϯ.
Data	فَإِنِّي جِئْتُ لأَجْعَلَ الإِنْسَانَ عَلَى خِلاَفٍ مَعَ أَبِيهِ، وَالْبِنْتَ مَعَ أُمِّهَا، وَالْكَنَّةَ مَعَ حَمَاتِهَا.	ⲁⲓ⳿ⲓ ⲅⲁⲣ ⳿ⲉⲫⲉⲣϫ ⲟⲩⲣⲱⲙⲓ ⳿ⲉⲡⲉϥⲓⲱⲧ ⲟⲩⲟϩ ⲟⲩϣⲉⲣⲓ ⳿ⲉⲧⲉⲥⲙⲁⲩ ⲟⲩⲟϩ ⲟⲩϣⲉⲗⲉⲧ ⳿ⲉⲧⲉⲥϣⲱⲙⲓ.
Data	إِنَّهُ لاَ يَصْلُحُ لاَ لِلتُّرْبَةِ وَلاَ لِلسَّمَادِ، فَيُطْرَحُ خَارِجاً. مَنْ لَهُ أُذُنَانِ لِلسَّمْعِ، فَلْيَسْمَعْ!»	ⲟⲩⲇⲉ ⲡⲓⲕⲁϩⲓ ⲟⲩⲇⲉ ϯⲕⲟⲡⲣⲓ⳿ⲁ ⳿ϥⲉⲣϣⲁⲩ ⲁⲛ ⲁⲗⲗⲁ ⲉϣⲁⲩϩⲓⲧϥ ⳿ⲉⲃⲟⲗ ⲫⲏⲉⲧⲉ ⲟⲩⲟⲛ ⲟⲩⲙⲁϣϫ ⳿ⲙⲙⲟϥ ⳿ⲉⲥⲱⲧⲉⲙ ⲙⲁⲣⲉϥⲥⲱⲧⲉⲙ
Data	لأَنَّ الآكِلَ وَالشَّارِبَ يَأْكُلُ وَيَشْرَبُ الْحُكْمَ عَلَى نَفْسِهِ إِذْ لاَ يُمَيِّزُ جَسَدَ الرَّبِّ.	ⲫⲏ ⲅⲁⲣ ⲉⲑⲟⲩⲱⲙ ⲟⲩⲟϩ ⲉⲧⲥⲱ ϧⲉⲛ ⲟⲩⲙⲉⲧⲁⲧ⳿ⲙ⳿ⲡϣⲁ ⲁϥⲟⲩⲱⲙ ⲟⲩⲟϩ ⲁϥⲥⲱ ⲉⲩϩⲁⲡ ⲛⲁϥ ⳿ⲛⲣⲉϥⲉⲣⲇⲓ⳿ⲁ⳿ⲕⲣⲓⲛⲓⲛ ⲁⲛ ⳿ⲙⲡⲓⲥⲱⲙⲁ ⳿ⲛⲧⲉ ⲡ⳪..
Data	ثُمَّ خَرَجَ مَلاَكٌ آخَرُ مِنَ الْهَيْكَلِ الَّذِي فِي السَّمَاءِ، وَمَعَهُ أَيْضاً مِنْجَلٌ حَادٌّ.	ⲟⲩⲟϩ ⲕⲉⲁⲅⲅⲉⲗⲟⲥ ⳿ⲉⲁϥ⳿ⲓ ⳿ⲉⲃⲟⲗ ϧⲉⲛ ⳿ⲧⲫⲉ ⳿ⲉⲟⲩⲟⲛ ⲟⲩⲥⲏϥⲓ ⳿ⲛⲧⲟⲧϥ ⲉⲥϩⲓⲟⲩ⳿ⲓ.
Data	ثُمَّ قَالَ لَهُ: «الْحَقَّ الْحَقَّ أَقُولُ لَكُمْ: إِنَّكُمْ سَتَرَوْنَ السَّمَاءَ مَفْتُوحَةً، وَمَلاَئِكَةَ اللهِ يَصْعَدُونَ وَيَنْزِلُونَ عَلَى ابْنِ الإِنْسَانِ!»	ⲟⲩⲟϩ ⲡⲉϫⲁϥ ϫⲉ ⲁⲙⲏⲛ ⲁⲙⲏⲛ ϯϫⲱ ⳿ⲙⲙⲟⲥ ⲛⲱⲧⲉⲛ ϫⲉ ⲉⲣⲉⲧⲉⲛ⳿ⲉⲛⲁⲩ ⳿ⲉ⳿ⲧⲫⲉ ⲉⲥⲟⲩⲏ ⲛ ⲟⲩⲟϩ ⲛⲓⲁⲅⲅⲉⲗⲟⲥ ⳿ⲛⲧⲉ ⲫϯ ⲉⲩⲛⲁ ⳿ⲉ⳿ⲡϣⲱⲓ ⲟⲩⲟϩ ⲉⲩⲛⲏⲟⲩ ⲉⲡⲉⲥⲏⲧ ⳿ⲛⲥⲁ ⳿ⲡϣⲏⲣⲓ ⳿ⲙ⳿ⲫⲣⲱⲙⲓ
Data	فَمَنْ هُمُ الَّذِينَ أَثَارُوا غَضَبَ اللهِ عِنْدَمَا سَمِعُوا الدَّعْوَةَ وَرَفَضُوهَا؟ إِنَّهُمْ ذَلِكَ الشَّعْبُ الَّذِي خَرَجَ مِنْ مِصْرَ بِقِيَادَةِ مُوسَى!	ϩⲁⲛⲟⲩⲟⲛ ⲅⲁⲣ ⲉⲧⲁⲩⲥⲱⲧⲉⲙ ⲁⲩϯ ϫⲱⲛⲧ ⲁⲗⲗⲁ ⲟⲩⲟⲛ ⲛⲓⲃⲉⲛ ⲁⲛ ⲉⲧⲁⲩ⳿ⲓ ⳿ⲉⲃⲟⲗ ϧⲉⲛ ⲭⲏⲙⲓ ⳿ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ ⲙⲱ⳿ⲩⲥⲏⲥ.
Data	وَتَدَاوَلَ فَسْتُوسُ الأَمْرَ مَعَ مُسْتَشَارِيهِ، ثُمَّ قَالَ لِبُولُسَ: «مَادُمْتَ قَدِ اسْتَأْنَفْتَ دَعْوَاكَ إِلَى الْقَيْصَرِ، فَإِلَى الْقَيْصَرِ تَذْهَبُ!»	ⲧⲟⲧⲉ ⳿ⲁ ⲫⲏⲥⲧⲟⲥ ⲥⲁϫⲓ ⲛⲉⲙ ⲡⲓⲥⲩⲙⲃⲟⲩⲗⲟⲛ ⲁϥ⳿ⲉⲣⲟⲩ⳿ⲱ ⲁⲕⲉⲣⲉⲡⲓⲕⲁⲗⲓⲥⲑⲉ ⳿ⲙ⳿ⲡⲟⲩⲣⲟ ⲉⲕ⳿ⲉϣⲉ ϣⲁ ⳿ⲡⲟⲩⲣⲟ ..
Data	وَلَوْ قَدَّمْتُ أَمْوَالِي كُلَّهَا لِلإِطْعَامِ، وَسَلَّمْتُ جَسَدِي لأُحْرَقَ، وَلَيْسَ عِنْدِي مَحَبَّةٌ، لَمَا كُنْتُ أَنْتَفِعُ شَيْئاً.	ⲕⲁⲛ ⲁⲓϣⲁⲛϯ ⳿ⲛⲛⲏⲉⲧⲉ ⲛⲟⲩ⳿ⲓ ⲧⲏⲣⲟⲩ ⲉⲑⲣⲟⲩⲟⲩⲟⲙⲟⲩ ⲟⲩⲟϩ ⳿ⲛⲧⲁϯ ⳿ⲙⲡⲁⲕⲉⲥⲱⲙⲁ ϩⲓⲛⲁ ⳿ⲛⲧⲁϣⲟⲩϣⲟⲩ ⳿ⲙⲙⲟⲓ ⳿ⲙⲙⲟⲛϯ ⳿ⲁⲅⲁⲡⲏ ⲇⲉ ⳿ⲙⲙⲁⲩ ⳿ⲛϯ ⲛⲁ ϫⲉⲙϩⲏⲟⲩ ⳿ⲛ⳿ϩⲗⲓ ⲁⲛ..
Data	وَلَهَا قَدْ عُيِّنْتُ أَنَا مُبَشِّراً وَرَسُولاً، الْحَقَّ أَقُولُ وَلَسْتُ أَكْذِبُ، مُعَلِّماً لِلأُمَمِ فِي الإِيمَانِ وَالْحَقِّ.	ⲫⲁⲓ ⳿ⲁⲛⲟⲕ ⲉⲧⲁⲩⲭⲁⲧ ⲛⲁϥ ⳿ⲛⲣⲉϥϩⲓⲱⲓϣ ⲛⲉⲙ ⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⳿ⲑⲙⲏⲓ ⲡⲉϯϫⲱ ⳿ⲙⲙⲟⲥ ⳿ⲛϯ ϫⲉⲙⲉⲑⲛⲟⲩϫ ⲁⲛ ⳿ⲫⲣⲉϥϯ⳿ⲥⲃⲱ ⳿ⲛⲧⲉ ϩⲁⲛⲉⲑⲛⲟⲥ ϧⲉⲛ ⲟⲩⲛⲁϩϯ ⲛⲉⲙ ⲟⲩⲙⲉⲑⲙⲏⲓ.
Data	فَأَنْتُمْ تَذْكُرُونَ، أَيُّهَا الإِخْوَةُ، جَهْدَنَا وَكَدَّنَا، إِذْ بَشَّرْنَاكُمْ بِإِنْجِيلِ اللهِ وَنَحْنُ نَشْتَغِلُ لَيْلاً وَنَهَاراً لِكَيْ لاَ نَكُونَ عِبْئاً ثَقِيلاً عَلَى أَحَدٍ مِنْكُمْ.	ⲁⲣⲓ⳿ⲫⲙⲉⲩⲓ ⲅⲁⲣ ⲛⲉⲛ⳿ⲥⲛⲏⲟⲩ ⳿ⲙⲡⲉⲛϧⲓⲥⲓ ⲛⲉⲙ ⲡⲉⲛ⳿ⲙⲕⲁϩ ⲉⲛⲉⲣϩⲱⲃ ⳿ⲛϫⲱⲣϩ ⲛⲉⲙ ⲙⲉⲣⲓ ϫⲉ ⳿ⲛⲧⲉⲛ⳿ϣⲧⲉⲙⲟⲩⲁϩⲃⲁⲣⲟⲥ ⳿ⲉϫⲉⲛ ⲟⲩⲁⲓ ⳿ⲙⲙⲱⲧⲉⲛ ⲁⲛϩⲓⲱⲓϣ ϧⲉⲛ ⲑⲏⲛⲟⲩ ⳿ⲙⲡⲓⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⳿ⲛⲧⲉ ⲫϯ.
Data	صَدِّقُوا قَوْلِي: إِنِّيِ أَنَا فِي الآبِ وَإِنَّ الآبَ فِيَّ، وَإِلاَّ فَصَدِّقُونِي بِسَبَبِ تِلْكَ الأَعْمَالِ.	ⲛⲁϩϯ ⳿ⲉⲣⲟⲓ ϫⲉ ⳿ⲁⲛⲟⲕ ϯϧⲉⲛ ⲡⲁⲓⲱⲧ ⲟⲩⲟϩ ⲡⲁⲓⲱⲧ ⳿ⲛϧⲏⲧ ⳿ⲙⲙⲟⲛ ⲕⲁⲛ ⲉⲑⲃⲉ ⲛⲓ⳿ϩⲃⲏ ⲟⲩ⳿ⲓ ⲛⲁϩϯ ⳿ⲉⲣⲟⲓ.
Data	فَاقْبَلُوهُ إِذَنْ فِي الرَّبِّ بِكُلِّ فَرَحٍ، وَعَامِلُوا أَمْثَالَهُ بِالإِكْرَامِ.	ϣⲟⲡϥ ⲟⲩⲛ ⳿ⲉⲣⲱⲧⲉⲛ ϧⲉⲛ Ⲡ⳪ ϧⲉⲛ ⲣⲁϣⲓ ⲛⲓⲃⲉⲛ ⲟⲩⲟϩ ⲛⲁⲓ ⳿ⲙⲡⲁⲓⲣⲏϯ ⲙⲁⲣⲟⲩϣⲱⲡⲓ ⲉⲩⲧⲁⲓⲧⲏⲟⲩⲧ ⳿ⲛⲧⲉⲛ ⲑⲏⲛⲟⲩ.
Data	فِي ذَلِكَ الْيَوْمِ سَيَقُولُ لِي كَثِيرُونَ: يَارَبُّ، يَارَبُّ، أَلَيْسَ بِاسْمِكَ تَنَبَّأْنَا، وَبِاسْمِكَ طَرَدْنَا الشَّيَاطِينَ، وَبِاسْمِكَ عَمِلْنَا مُعْجِزَاتٍ كَثِيرَةً؟	ⲟⲩⲟⲛ ⲟⲩⲙⲏϣ ⲅⲁⲣ ⲉⲩⲛⲁϫⲟⲥ ⲛⲏⲓ ϧⲉⲛ ⲡⲓ⳿ⲉϩⲟⲟⲩ ⳿ⲉⲧⲉ⳿ⲙⲙⲁⲩ ϫⲉ Ⲡ⳪ Ⲡ⳪ ⲙⲏ ϧⲉⲛ ⲡⲉⲕⲣⲁⲛ ⲁⲛ ⲁⲛⲉⲣ⳿ⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ ⲟⲩⲟϩ ϧⲉⲛ ⲡⲉⲕⲣⲁⲛ ⲁⲛϩⲓ ⲇⲉⲙⲱⲛ ⳿ⲉⲃⲟⲗ ⲟⲩⲟϩ ϧⲉⲛ ⲡⲉⲕⲣⲁⲛ ⲁⲛ⳿⳿ⲓⲣⲓ ⳿ⲛⲟⲩⲙⲏϣ ⳿ⲛϫⲟⲙ.
Data	إِنَّ خَمِيرَةً صَغِيرَةً تُخَمِّرُ الْعَجِينَ كُلَّهُ.	ⲟⲩⲕⲟⲩϫⲓ ⳿ⲛϣⲉⲙⲏⲣ ϣⲁϥ⳿ⲑⲣⲉ ⲡⲓⲱϣⲉⲙ ⲧⲏⲣϥ ϭⲓϣⲉⲙⲏⲣ.
Data	وَالْمَعْرِفَةَ بِضَبْطِ النَّفْسِ، وَضَبْطَ النَّفْسِ بِالصَّبْرِ، وَالصَّبْرَ بِالتَّقْوَى،	⳿ⲛ⳿ϧⲣⲏⲓ ϧⲉⲛ ϯ⳿ⲅⲛⲱⲥⲓⲥ ϯⲉⲅ⳿ⲕⲣⲁⲧⲓ⳿ⲁ ⳿ⲛ⳿ϧⲣⲏⲓ ϧⲉⲛ ϯⲉⲅ⳿ⲕⲣⲁⲧⲓⲁ ϯϩⲩⲡⲟⲙⲟⲛⲏ ⳿ⲛ⳿ϧⲣⲏⲓ ϧⲉⲛ ϯϩⲟⲡⲟⲙⲟⲛⲏ ϯⲙⲉⲧⲉⲩⲥⲉⲃⲏⲥ.
Data	وَإِذْ خَرَجُوا عَنِ الطَّرِيقِ الْمُسْتَقِيمِ، ضَلُّوا. فَهُمْ سَائِرُونَ فِي طَرِيقِ بَلْعَامَ بْنِ بَعُورَ، الَّذِي أَحَبَّ الْحُصُولَ عَلَى الْمَالِ أُجْرَةً لإِثْمِهِ.	⳿ⲉⲁⲩⲭⲱ ⳿ⲛⲥⲱⲟⲩ ⳿ⲙⲡⲓⲙⲱⲓⲧ ⲉⲧⲥⲟⲩⲧⲱⲛ ⲁⲩⲥⲱⲣⲉⲙ ⳿ⲉⲁⲩⲙⲟϣⲓ ϧⲉⲛ ⳿ⲫⲙⲱⲓⲧ ⳿ⲙⲃⲁⲗⲁⲁⲙ ⲫⲁ ⲃⲟⲥⲟⲣ ⲫⲁⲓ ⲉⲧⲁϥⲙⲉⲛⲣⲉ ⳿ⲫⲃⲉⲭⲉ ⳿ⲛⲧⲉ ⳿ⲧ⳿ⲁⲇⲓⲕⲓ⳿ⲁ.
Data	لَهَا سُورٌ ضَخْمٌ عَالٍ وَاثْنَا عَشَرَ بَاباً يَحْرُسُهَا اثْنَا عَشَرَ مَلاَكاً، وَقَدْ كُتِبَتْ عَلَيْهَا أَسْمَاءُ أَسْبَاطِ إِسْرَائِيلَ الاثْنَيْ عَشَرَ؛	⳿ⲉⲟⲩⲟⲛ ⳿ⲛⲧⲁⲥ ⳿ⲛⲟⲩⲛⲓϣϯ ⳿ⲛⲥⲟⲃⲧ ⳿ⲙⲙⲁⲩ ⲉϥϭⲟⲥⲓ ⲛⲉⲙ ⲡⲓⲓ̅ⲃ̅ ⳿ⲙⲡⲩⲗⲱⲛ ⲟⲩⲟϩ ⲡⲓⲓ̅ⲃ̅ ⳿ⲛⲁⲅⲅⲉⲗⲟⲥ ϩⲓⲣⲉⲛ ⲛⲓⲡⲩⲗⲱⲛ ⲛⲉⲙ ϩⲁⲛⲣⲁⲛ ⲉⲩ⳿ⲥϧⲏⲟⲩⲧ ⳿ⲉ⳿ⲫⲣⲁⲛ ⳿ⲛϯⲓ̅ⲃ̅ ⳿ⲙⲫⲩⲗⲏ ⳿ⲛⲧⲉ ⲛⲉⲛϣⲏⲣⲓ ⳿ⲙ⳿ⲡⲓⲥ̅ⲗ̅.
Data	وَنَحْنُ شُهُودٌ عَلَى كُلِّ مَا قَامَ بِهِ فِي بِلاَدِ الْيَهُودِ وَفِي أُورُشَلِيمَ، وَقَدْ قَتَلُوهُ حَقّاً، مُعَلَّقاً عَلَى خَشَبَةٍ.	ⲟⲩⲟϩ ⳿ⲁⲛⲟⲛ ⲧⲉⲛⲟⲓ ⳿ⲙⲙⲉⲑⲣⲉ ⳿ⲛϩⲱⲃ ⲛⲓⲃⲉⲛ ⳿ⲉⲧⲁϥⲁⲓⲧⲟⲩ ϧⲉⲛ ⳿ⲧⲭⲱⲣⲁ ⳿ⲛⲛⲓⲒⲟⲩⲇⲁⲓ ⲛⲉⲙ ϧⲉⲛ Ⲓⲗ̅ⲏ̅ⲙ̅ ⲫⲏ⳿ⲉⲧⲁⲩϧⲟⲑⲃⲉϥ ⲟⲩⲟϩ ⲁⲩⲁϣϥ ⳿ⲉϫⲉⲛ ⲟⲩϣⲉ ..
Data	ثُمَّ تَقَدَّمَ عَبْدٌ آخَرُ قَائِلاً: يَاسَيِّدُ، هَا هِيَ وَزْنَتُكَ الَّتِي حَفِظْتُهَا مَطْوِيَّةً فِي مِنْدِيلٍ.	ⲟⲩⲟϩ ⲁϥ⳿ⲓ ⳿ⲛϫⲉ ⲡⲓⲕⲉⲟⲩⲁⲓ ⲉϥϫⲱ ⳿ⲙⲙⲟⲥ ϫⲉ ⲡⲁϫ̅ⲥ̅ ϩⲏⲡⲡⲉ ⲓⲥ ⲡⲉⲕ⳿ⲙⲛⲁ ⳿ϥⲭⲏ ⳿ⲛⲧⲟⲧ ⲁⲓⲕⲟⲩⲗⲱⲗϥ ϧⲉⲛ ⲩⲥⲟⲩⲇⲁⲣⲓⲟⲛ.
Data	أَنَّ لَدَيَّ الشَّرَّ. فَإِنَّنِي، وَفْقاً لِلإِنْسَانِ الْبَاطِنِ فِيَّ، أَبْتَهِجُ بِشَرِيعَةِ اللهِ.	ϯϯⲙⲁϯ ⲅⲁⲣ ⲛⲉⲙ ⲡⲓⲛⲟⲙⲟⲥ ⳿ⲛⲧⲉ ⲫϯ ⲕⲁⲧⲁ ⲡⲓⲣⲱⲙⲓ ⲉⲧⲥⲁϧⲟⲩⲛ.
Data	وَبَعْدَمَا أَكْمَلَ إِبْلِيسُ كُلَّ تَجْرِبَةٍ، انْصَرَفَ عَنْ يَسُوعَ إِلَى حِينٍ.	ⲟⲩⲟϩ ⲉⲧⲁϥϫⲉⲕ ⲡⲓⲣⲁⲥⲙⲟⲥ ⲛⲓⲃⲉⲛ ⳿ⲉⲃⲟⲗ ⳿ⲛϫⲉ ⲡⲓⲇⲓ⳿ⲁⲃⲟⲗⲟⲥ ⲁϥϣⲉ ⲛⲁϥ ⳿ⲉⲃⲟⲗ ϩⲁⲣⲟϥ ϣⲁ ⲩⲥⲏⲟⲩ.
Data	ثُمَّ تَوَجَّهَ يَسُوعُ وَتَلاَمِيذُهُ إِلَى قُرَى قَيْصَرِيَّةِ فِيلِبُّسَ. وَفِي الطَّرِيقِ، سَأَلَ تَلاَمِيذَهُ: «مَنْ يَقُولُ النَّاسُ إِنِّي أَنَا؟»	ⲟⲩⲟϩ ⲁϥ⳿ⲓ ⳿ⲉⲃⲟⲗ ⳿ⲛϫⲉ Ⲓⲏ̅ⲥ̅ ⲛⲉⲙ ⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⳿ⲉⲛⲓϯⲙⲓ ⳿ⲛⲧⲉ Ⲕⲉⲥⲁⲣⲓ⳿ⲁ ⳿ⲛⲧⲉ Ⲫⲓⲗⲓⲡⲡⲉ ⲟⲩⲟϩ ϧⲉⲛ ⲡⲓⲙⲱⲓⲧ ⲛⲁϥϣⲓⲛⲓ ⳿ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⲉϥϫⲱ ⳿ⲙⲙⲟⲥ ⲛⲱⲟⲩ ϫⲉ ⳿ⲁⲣⲉ ⲛⲓⲣⲱⲙⲓ ϫⲱ ⳿ⲙⲙⲟⲥ ϫⲉ ⳿ⲁⲛⲟⲕ ⲛⲓⲙ.
Data	فَهَلْ أَسْعَى الآنَ إِلَى كَسْبِ تَأْيِيدِ النَّاسِ أَوِ اللهِ؟ أَمْ تُرَانِي أَطْلُبُ أَنْ أُرْضِيَ النَّاسَ؟ لَوْ كُنْتُ حَتَّى الآنَ أُرْضِي النَّاسَ، لَمَا كُنْتُ عَبْداً لِلْمَسِيحِ!	ϯⲛⲟⲩ ⲅⲁⲣ ⲁⲓⲑⲱⲧ ⳿ⲙ⳿ⲡϩⲏⲧ ⳿ⲛⲛⲓⲣⲱⲙⲓ ϣⲁⲛ ⲫϯ ϣⲁⲛ ⲁⲓⲕⲱϯ ⳿ⲛⲥⲁ ⲣⲁⲛⲁϥ ⳿ⲛⲣⲱⲙⲓ ⲓⲥϫⲉ ⲛⲁⲓⲣⲁⲛⲁϥ ⳿ⲛⲣⲱⲙⲓ ⲟⲛ ⲓⲉ ⳿ⲁⲛⲟⲕ ⲟⲩⲃⲱⲕ ⲁⲛ ϫⲉ ⳿ⲛⲧⲉ Ⲡⲭ̅ⲥ̅.
Data	وَلِمَنْ أَقْسَمَ اللهُ أَنَّهُمْ لَنْ يَدْخُلُوا أَبَداً مَكَانَ رَاحَتِهِ؟ لِلَّذِينَ عَصَوْا أَمْرَهُ!	ⲛⲓⲙ ⲇⲉ ⲛⲉ ⲛⲏⲉⲧⲁϥⲱⲣⲕ ⲛⲱⲟⲩ ⳿ⲉ⳿ϣⲧⲉⲙ⳿ⲓ ⳿ⲉϧⲟⲩⲛ ⳿ⲉⲡⲉϥⲙⲁ ⳿ⲛⲉⲙⲧⲟⲛ ⲙⲏ ⲛⲏ ⲁⲛ ⲛⲉ ⲉⲧⲁⲩⲉⲣⲁⲧⲥⲱⲧⲉⲙ.
Data	وَطَرَدُوا شَيَاطِينَ كَثِيرَةً، وَدَهَنُوا كَثِيرِينَ مِنَ الْمَرْضَى بِزَيْتٍ، وَشَفَوْهُمْ.	ⲟⲩⲟϩ ⲁⲩϩⲓ ⲟⲩⲙⲏϣ ⳿ⲛⲇⲉⲙⲱⲛ ⳿ⲉⲃⲟⲗ ⲟⲩⲟϩ ⲟⲩⲙⲏϣ ⳿ⲛⲣⲉϥϣⲱⲛⲓ ⲛⲁⲩⲑⲱϩⲥ ⳿ⲙⲙⲱⲟⲩ ⳿ⲛⲛⲉϩ ⲟⲩⲟϩ ⲛⲁⲩⲉⲣⲫⲁϧⲣⲓ ⳿ⲉⲣⲱⲟⲩ.
Data	فَإِنَّ الْحَيَاةَ الْبَشَرِيَّةَ كَالْعُشْبِ، وَمَجْدَهَا كُلَّهُ كَزَهْرِ الْعُشْبِ. وَلاَبُدَّ أَنْ تَفْنَى كَمَا يَيْبَسُ الْعُشْبُ وَيَسْقُطُ زَهْرُهُ!	ϫⲉ ⲟⲩⲏⲓ ⲥⲁⲣⲝ ⲛⲓⲃⲉⲛ ⲁⲩ⳿ⲙ⳿ⲫⲣⲏϯ ⳿ⲛⲟⲩⲥⲱⲟⲩⲃⲉⲛ ⲟⲩⲟϩ ⲡⲉⲥⲱⲟⲩ ⲧⲏⲣϥ ⲁⲥ⳿ⲙ⳿ⲫⲣⲏϯ ⳿ⲛⲟⲩ⳿ϩⲣⲏⲣⲓ ⳿ⲛⲧⲉ ⲟⲩⲥⲱⲟⲩⲃⲉⲛ ⲁϥϣⲱⲟⲩ⳿ⲓ ⳿ⲛϫⲉ ⲡⲓⲥⲱⲟⲩⲃⲉⲛ ⲟⲩⲟϩ ⲁⲥϩⲉⲓ ⳿ⲉⲃⲟⲗ ⳿ⲛϫⲉ ⲧⲉϥ⳿ϩⲣⲏⲣⲓ.
Data	وَهُمْ لاَ يَقْدِرُونَ أَنْ يُثْبِتُوا اتِّهَامَهُمْ لِي أَمَامَكَ الآنَ.	ⲟⲩⲇⲉ ⳿ⲙⲙⲟⲛ⳿ϣϫⲟⲙ ⳿ⲙⲙⲱⲟⲩ ⳿ⲉⲧⲁϩⲉ ⲛⲁⲓ ⳿ⲉⲣⲁⲧⲟⲩ ⲛⲁⲓ ⲉⲧⲟⲩⲉⲣⲕⲁⲧⲏⲅⲟⲣⲓⲛ ⳿ⲙⲙⲱⲟⲩ ϧⲁⲣⲟⲓ ϯⲛⲟⲩ ..
